,name,longitud,latitud,regular,premium,diesel
9976,REBECA JIMENEZ RUIZ,-114.9997,32.19043,19.5,,20.7
9977,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1431,25.69639,,21.77,
9978,GRUPO IBARRA FLORES SA DE CV,-115.4613,32.65191,17.99,19,
9979,GASOLINAS ARCAZA SA DE CV,-110.9054,27.92503,20.35,21.54,
9980,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.21245,19.50339,20.49,21.45,21.49
9981,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3162,25.68346,,21.7,21.3
9982,"GASOTANNY, S.A. DE C.V.",-99.19797,19.45424,20.35,21.19,
9983,GRUPO GASOLINERO MONMANI S.A. DE C.V.,-95.88056,18.09318,19.88,21.14,21.89
9984,SERVICIO URSULA SA DE CV,-106.4239,31.67854,13.89,,
9985,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.11919,19.43847,20.55,21.49,
9986,"Combustibles de Pachuca, S.A. de C.V. ",-98.7593,20.10526,,,20.54
9987,E.S.G.E.S. S.A DE C.V,-90.54572,19.83393,19.69,20.89,
9988,"ROBINMEX, S.A. DE C.V.",-101.3393,20.66692,19.89,,
9989,SERVICIO JUSLA VALLE DE CHALCO S.A. DE C.V.,-98.95042,19.29102,19.54,20.69,20.18
9990,SERVICIO JIMAL CENTRO SA DE CV ,-100.3317,25.67642,19.96,21.69,
9991,SERVICIO ACAPULCO  DIAMANTE  S.A. DE C.V. ,-99.80421,16.79172,20.09,21.09,
9992,SERVICIO LA COFRADIA SA DE CV,-102.0141,19.43794,19.42,20.93,20.77
9993,Comercializadora Kayro SA de CV,-95.21835,18.42133,19.65,,
9994,BURGOS PLUS GASOLINERAS S.A. DE C.V.,-98.2836,26.09254,14.64,16.59,21.65
9995,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3123,25.68669,,21.77,
9996,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1816,25.70952,,20.88,21.3
9997,ENERGETICOS LA VALENTINA SA DE CV,-103.585,19.88209,20.35,,
9998,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.4493,25.65615,,21.7,
9999,Gasolineras las Adelitas S.A. de C.V.,-98.7553,19.70197,19.7,20.5,21.8
10000,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-99.17684,23.75344,20.31,,21.52
10001,SERVICIOS PALO VERDES SA DE CV,-109.9156,27.46514,19.91,21.43,22.07
10002,ELIO LOPEZ DOMINGUEZ,-97.64679,19.13942,15.87,17.6,16.8
10003,SERVICIO LINDA VISTA SA DE CV,-106.4816,31.69662,13.75,,
10004,ALEJANDRO MANUEL MENDEZ HURTADO,-102.0301,19.40397,19.75,21.19,21.23
10005,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-98.09792,20.1375,19.79,20.49,21.49
10006,"OCTANT, S.A. DE C.V.",-99.09225,19.4416,19.87,21.21,
10007,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.0964,25.64622,,21.77,
10008,E.S.G.E.S. S.A DE C.V,-92.92425,18.00568,19.09,20.36,
10009,ENERGIA Y SERVICIOS COORDINADOS S.A. DE C.V.,-99.92682,20.29356,,,21.39
10010,E.S.G.E.S. S.A DE C.V,-90.74789,18.60761,20.19,21.44,21.56
10011,JOSE MANUEL JAVIER CERVANTES LOPEZ,-98.22876,19.16882,18.99,20.33,
10012,BARRAM Y ASOCIADOS SA DE CV,-98.60134,26.22983,14.85,16.6,21.25
10013,SUPER-GAS LOS MANGOS SA DE CV,-94.04179,16.21452,19.7,21.4,21.57
10014,EL CICLOPE DEL ORIENTE S.A DE C.V.,-98.7769,19.14967,20.09,,
10015,"GASOLINERA CARBEL, SA DE CV",-107.354,24.79382,19.85,21.7,21.9
10016,JORGE CASAL GONZALEZ,-108.0766,25.44904,19.8,22,
10017,"GASOLINERA FOY TREBOL, SA DE CV.",-97.52385,20.67023,19.3,20.39,21.2
10018,SERVICIO LOS DELFINES SA DE CV,-103.3161,20.67489,,21.79,
10019,"SERVICIO CIENEGA GRANDE, S.A. DE C.V.",-102.0066,22.2154,20.2,21.31,21.9
10020,E.S.G.E.S. S.A DE C.V,-91.80485,18.64817,20.39,21.64,
10021,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.3158,20.66233,20.23,21.64,
10022,LUZ DEL CARMEN FONTAN HERNANDEZ,-96.16422,19.2108,18.3,19.6,
10023,MARIA SOLEDAD CUENCA MERLO,-97.79796,19.42715,,,20.8
10024,Auto Servicio Nucar sa de cv ,-100.4,19.85399,20.29,21.46,21.99
10025,"GASOLINERA FOS AEROPUERTO, SA DE CV.",-97.49484,20.59171,19.29,20.39,21.19
10026,"COMBUSTIBLES Y SERVICIO SANTA MARIA, S.A. DE C.V.",-99.87657,25.73991,,,21.3
10027,"SERVICIOS ENERGETICOS EL TORREONSITO, S.A. DE C.V.",-102.9573,25.49046,,,20.31
10028,SERVICIOS LOGISTICOS DE ORIENTE SA DE CV,-89.57294,20.94534,19.39,20.99,20.89
10029,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3811,25.7739,,21.12,21.3
10030,Servicio Morgusa SA de CV,-98.7189,20.10182,19.19,,20.49
10031,VIZA LUAN GASOLINERIA SA DE CV,-99.72063,20.82696,19.98,21.22,21.98
10032,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.948,25.47195,20.24,,
10033,E.S.G.E.S. S.A DE C.V,-90.53315,19.82289,19.69,20.92,21.36
10034,MARIO LUIS TORRES DE LIRA,-99.66096,19.2899,20.29,21.69,
10035,BURGOS PLUS GASOLINERAS S.A. DE C.V.,-98.28484,26.07834,14.64,16.59,
10036,"Hidrocarburos La Marquesilla, S.A. de C.V.",-95.25745,18.00725,18.8,19.99,20.25
10037,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.22664,19.05175,,,21.34
10038,SAMUEL CHAVEZ VILLALOBOS,-105.7062,26.94272,19.95,21.3,20.9
10039,"GASOLINERA FOS IDOLITOS, SA DE CV.",-97.65946,20.88591,19.25,,21.1
10040,JESUS JOSE GONZALEZ MONTAÑEZ,-101.9785,22.26756,20.23,21,22
10041,Combustibles y Lubricantes Chontal SA de CV,-95.61476,15.97957,,,21.25
10042,ESTACION DE SERVICIO LA RESURRECCION S.A. DE C.V.,-98.15562,19.0603,19.09,20.19,20.97
10043,ENERGIA FATIMA SA DE CV,-103.4309,20.74139,20.55,,
10044,"SERVICIO LAS TORRES, S.A DE C.V.",-102.9986,23.27974,20.45,21.7,21.5
10045,AUTO SERVICIO LA ESTANCIA S. A. DE C.V.,-103.6854,19.2345,19.9,21.15,21.62
10046,Servicio Castellana SA de CV,-98.86344,19.34276,19.89,20.99,21.69
10047,GASOLINERA URUAPAN SA DE CV,-102.0337,19.41691,19.8,21.3,21
10048,SUPER SERVICIOS SANTA ANA S A DE C V,-102.5476,19.16984,21.3,22.24,23.09
10049,ESTACION DE SERVICIO TEOJOMULCO S.A. DE C.V.,-97.23229,16.58627,20.46,,22.48
10050,Comercializadora Kayro SA de CV,-95.19369,18.43686,19.65,,
10051,AUTO SERVICIO COMERCIAL BACHICUY SA DE CV,-109.5156,31.31834,,20.35,
10052,"SERVICIO CERRO GORDO, S.A. DE C.V.",-99.05339,19.5469,,,21.99
10053,SERVICIO TEPEACA S.A. DE C.V.,-97.90289,18.9769,,,21.57
10054,Servicios Sahuaro de Obregon S.A. de C.V.,-109.9296,27.48241,,,21.99
10055,Gasolineras las Adelitas S.A. de C.V.,-98.75463,19.70175,19.55,20.5,
10056,GASOLINERA Y SERVICIOS RIO HUMAYA SA DE CV,-107.4079,24.8329,19.14,,
10057,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3858,25.74801,,21.7,
10058,IRMA ELOISA NAVA REYES,-97.73738,21.31133,,20.14,
10059,Operadora Nextremor S.A. de C.V.,-99.08971,19.74194,20,20.5,21.1
10060,"Estación 0231, S.A. de C.V. ",-99.10651,19.63547,19.99,21.44,
10061,GASOLEDAD S.A. DE C.V.,-100.9291,22.18957,18.68,20.24,20.11
10062,"SERVICIO GARLO, S.A. DE C.V.",-100.8303,19.8561,20.07,22,
10063,GASOLINERA LA CAPACHA SA DE CV,-103.4217,20.54256,20.48,,
10064,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-93.89707,16.23467,19.69,21.39,
10065,"ESTACION DE SERVICIO MADERO, SA DE CV.",-97.87581,22.32658,,19.8,19.9
10066,ORALIA ADAME GONZALEZ,-107.4756,29.03936,20,,
10067,Super Servicio El Cortijo SA de CV,-99.20643,20.47146,,20.49,21.35
10068,"GASOLINERA EL DIAMANTE, S.A. DE C.V.",-100.9,18.65971,21.09,21.79,22.73
10069,"COMERCIALIZADORA DE HIDROCARBUROS DE LEÓN, S.A. DE C.V.",-101.6244,21.1384,,,21.9
10070,GARZE COMBUSTIBLES SA DE CV,-99.12599,23.73693,19.71,20.99,
10071,"GASOLINERA FOS CERRO AZUL, SA DE CV.",-97.74355,21.18484,19.6,20.4,20.9
10072,SERVICIO NUEVA ESPAÑA SA DE CV,-103.3924,20.61692,,20.75,
10073,"Servicio Telix, S.A. de C.V.",-99.00348,19.38761,20.09,20.99,
10074,"Servicio 1 de Mayo, S.A. de C.V.",-99.05937,19.78861,19.69,21.19,20.64
10075,SERVICIO LOS DELFINES SA DE CV,-103.4254,20.74036,20.55,,
10076,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.09904,19.37263,20.55,21.49,21.59
10077,"SERVIGAZ GONZALITOS, S.A. DE C.V.",-100.3511,25.6974,19.96,21.69,
10078,"RGA SERVIGAZ, S.A. DE C.V.",-100.2934,25.69955,19.96,21.69,21.27
10079,ROSARIO HERNANDEZ RODRIGUEZ,-99.9035,20.23039,,,22.49
10080,E.S.G.E.S. S.A DE C.V,-91.82518,18.63151,20.39,21.64,21.69
10081,SERVICIOS EL PALMAR VERDE SA DE CV,-107.4754,24.87527,19.69,21.84,21.64
10082,ANA BERTHA GUERRA HINOJOSA,-97.8144,25.66792,16.73,,20.19
10083,"GRUPO ENER GAS, S.A. DE C.V.",-99.19606,18.93579,19.89,,
10084,Gasolinera Agricola S.A. de C.V.,-108.2612,31.13653,18.12,,19.15
10085,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2495,25.58971,,21.7,21.3
10086,OSCAR ISAURO LOPEZ ROMERO,-92.55905,16.33738,19.97,,21.47
10087,"INTEGRANTES DEL EJIDO DE SAN CRISTOBAL TEXCALUCAN,",-99.29964,19.41413,20.5,21.4,21.5
10088,"SERVICIO EXPRESS COYOTEPEC, S.A. DE C.V. ",-99.18074,19.79166,19.55,20.69,21.89
10089,HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.,-98.97277,19.83909,,,21.79
10090,"GASOLINERA REFORMA, SA DE CV",-116.9813,32.51508,20.09,21.69,20.42
10091,"SERVICIO REGIO CUATRO, S.A. DE C.V.",-93.3137,18.26939,,18.6,
10092,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2328,25.69572,,21.7,21.3
10093,"GASOLINERA LOS PRIMOS POBLANA, S.A. DE C.V.",-98.16482,19.08311,18.99,,
10094,PARADOR LOS MEZQUITES S.A. DE C.V.,-105.9388,28.52793,19.43,21.34,21.3
10095,GASOLINERAS SURMEX SA DE CV ,-97.58728,19.88164,19.07,20.52,20.25
10096,Combustibles Yañez SA de CV,-96.1678,19.18927,18.02,19.54,19.25
10097,Multiservicios Anáhuac S.A. de C.V.,-97.77749,25.77541,15.3,,20.19
10098,E.S.G.E.S. S.A DE C.V,-92.86486,18.11396,19.09,20.36,20.72
10099,"PISA COMBUSTIBLES, S.A. DE C.V.",-98.12947,19.39304,19.45,20.8,
10100,Servicio Candedo SA de CV,-99.06898,19.53164,20.55,21.39,21.45
10101,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.4762,25.67752,,21.7,21.3
10102,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3718,25.67489,,21.7,
10103,COMBUSTIBLE LA ESTANCIA S.A. DE C.V.,-103.7583,19.24521,19.99,21.09,22.3
10104,LILIANA CARMONA GUERRERO,-98.77985,18.75744,19.8,,21.9
10105,Servicio Grillos SA de CV,-99.63487,19.31297,19.99,20.99,21.99
10106,GASOLINERIA DOÑA PURE SA DE CV,-99.82116,20.70161,19.98,21.22,21.98
10107,ANDRES CRUZ JARAMILLO,-100.2465,19.0665,20.79,21.99,
10108,"SERVICIO GASA, S. A. DE C. V.",-100.3023,25.74002,19.97,,
10109,"SERVICIO ARCHUNDIA, S. A. DE C. V.",-99.61205,19.98336,19.57,21.11,21.17
10110,Gasolineria el rosario S.A. de C.V.,-99.22205,20.10227,,,21.95
10111,SERVICIO 3 ESTRELLAS Y S.A. DE C.V.,-98.22694,19.16636,18.99,20.33,20.43
10112,SERVICIO TEPEACA S.A. DE C.V.,-97.90143,18.95654,,,21.57
10113,"SERVICIO GIRASOLES DEL SUR, S.A. DE C.V.",-98.40276,18.60821,19.35,20.77,
10114,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.17908,18.85037,19.65,,20.99
10115,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-103.3572,20.67516,20.89,21.79,
10116,CARLOS HERNAN FIGUEROA MARTINEZ,-88.18704,18.94394,20.21,21.52,21.64
10117,"Servicio Industrial Umán, S.A de C.V",-89.70283,20.91687,,,20.84
10118,"ESTACION DE SERVICIO HANDALL, S.A. DE C.V.",-88.31246,18.53057,19.64,20.94,20.99
10119,SERVICIO DEMOCRACIA SA DE CV,-99.15569,23.72552,19.85,21.32,
10120,"COMERCIALIZADORA DHEM, S.A. DE C.V.",-98.21362,19.02517,19.09,,
10121,GASOLINERA PLATON SANCHEZ S.A. DE C.V.,-98.3709,21.27385,,20.53,
10122,YSYGUIEL PEÑA CHAIDEZ,-107.1535,24.49964,19.99,21.92,21.44
10123,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.6581,21.13041,20.31,,21.52
10124,ESTACION DE SERV. AUTOP. MEXICO PUEBLA S.A. DE C.V,-98.23159,19.09754,,20.45,
10125,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-103.4314,25.56274,19.79,21.44,
10126,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2813,25.62226,,21.7,21.3
10127,COMBUSTIBLES Y LUBRICANTES DE CUAUHTEMOC S A DE C ,-103.8102,24.28775,20.51,,22.3
10128,SERVICIO SAN FRANCISCO DEL MEZQUITAL S.A. DE C.V.,-104.3873,23.48203,19.85,,20.95
10129,MULTISERVICIOS ESPECIALIZADOS MORITA S.A. DE C.V.,-102.2939,22.14736,20.15,21.4,21.89
10130,"ESTACION DE SERVICIO EL JACAL, S.A. DE C.V.",-100.0853,19.4018,20.54,21.89,22.59
10131,Servicio Coaxal S.A. de C.V.,-97.00097,19.41887,19.55,,21.2
10132,"TEN GAS, S. A. DE C. V.",-97.11317,18.84073,,20.1,
10133,SERVICIO RAMOS SA DE CV,-89.74234,20.88977,,20.8,
10134,HIDROCARBUROS EL CAMINO S.A. DE C.V.,-95.83135,18.33636,19.1,20.24,20.89
10135,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3897,25.80798,,21.7,21.3
10136,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.16377,19.3505,20.55,21.49,
10137,GASOLINERA GOMO SA DE CV,-109.9398,27.44366,19.99,21.49,
10138,"Hidrocarburos La Marquesilla, S.A. de C.V.",-95.25892,18.00674,18.8,19.99,20.25
10139,"RARSA, S.A. DE C.V.",-99.25504,16.99312,19.98,21.72,21.71
10140,SAMUEL CHAVEZ VILLALOBOS,-105.6396,26.93616,19.95,21.3,20.9
10141,MARIA DEL ROSARIO LUNA LUNA,-103.3111,21.93075,20.5,21.6,22.3
10142,"AEROGAS DE SAN LUIS, SA DE CV",-100.1652,22.86672,19.74,,
10143,Mordup Combustibles S.A. de C.V.,-99.38654,19.6508,20.11,21.3,20.95
10144,SERVICIO 3 ESTRELLAS Y S.A. DE C.V.,-98.2383,19.18879,18.99,20.33,
10145,SERVICIO ACAPULCO  DIAMANTE  S.A. DE C.V. ,-99.86656,16.87346,19.72,21.35,
10146,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.9993,25.40418,19.99,,
10147,E.S.G.E.S. S.A DE C.V,-92.63849,18.53543,19.56,20.74,21.09
10148,TEUTILA ORANTES RUIZ,-92.66661,15.30016,20.16,21.21,21.9
10149,"GASOLINERA FOY CABO ROJO, SA DE CV.",-97.44563,21.27712,,,21.1
10150,GASOLINERA OMEGA MATEHUALA I SA DE CV,-100.6078,23.61633,20.32,21.5,21.42
10151,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.3712,31.62663,13.9,16,
10152,MULTISERVICIO OBREGON S.A. DE C.V.,-106.9077,28.75064,18.98,20.2,19.9
10153,E.S.G.E.S. S.A DE C.V,-91.49331,18.78838,20.23,21.49,21.72
10154,MULTISERVICIOS MILCUMBRES S.A. DE C.V. ,-101.1205,19.68754,20.76,21.99,22.67
10155,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1807,25.7447,,21.7,
10156,SUPER SERVICIO POZA RICA SA,-97.47133,20.53428,15.13,16.83,15.95
10157,EDUARDO PERALTA ENCINAS,-110.9743,29.11219,,21.2,
10158,"COMERCIALIZADORA DHEM, S.A. DE C.V.",-98.2063,19.00437,18.8,,
10159,PEDRO PARRA BALTAZAR,-117.0404,32.53925,18.6,,
10160,HUGO ALBERTO GALVAN GARCIA,-98.14226,24.85899,19.51,,20.86
10161,Combustibles y Lubricantes Cazones SA de CV,-97.31071,20.70155,,,20.13
10162,"AUTOSERVICIO TAXIMAROA, S.A. DE C.V.",-100.522,19.68605,20.45,22.35,22.4
10163,FONATUR OPERADORA PORTUARIA SA DE CV,-110.8843,27.92268,20.35,,21.6
10164,"Gasolinera Tlatlauqui, S.A. de C.V.",-97.49754,19.8456,19.59,20.45,21.57
10165,"COMBUSTIBLES LA POCHOTA, S.A. DE C.V.",-96.12211,18.24506,19.79,,21.44
10166,OPERADORA JOVEL SA DE CV,-92.62827,16.71666,19.54,20.56,
10167,SAMUEL CHAVEZ VILLALOBOS,-105.6718,26.91738,19.95,21.3,20.9
10168,E.S.G.E.S. S.A DE C.V,-88.32508,18.51884,19.69,20.94,21.12
10169,GONBRIZ SA DE CV,-102.3712,18.52229,20,,22
10170,"Servicio El Sauz Amarillo AG, S.A. de C.V.",-101.928,21.33748,20.8,22.25,
10171,ESTACION GASOEXPRESS SA DE CV,-103.4432,20.59072,20.57,21.96,
10172,E.S.G.E.S. S.A DE C.V,-91.99704,17.51505,20.26,21.56,21.89
10173,"GASOLINERA MASTER, S.A. DE C.V.",-98.1561,19.05304,18.99,20.02,
10174,"Servicio del Nordeste, S.A. de C.V.",-97.50996,25.83519,14.99,16.7,
10175,"SUPER SERVICIO HUANIQUEO, S.A. DE C.V.",-101.5083,19.88701,20.93,21.46,22.8
10176,BURGOS PLUS GASOLINERAS S.A. DE C.V.,-98.29169,26.06993,14.64,16.59,21.65
10177,NESTOR RODRIGUEZ DOMINGUEZ,-99.52849,18.36517,20,21.92,21.21
10178,GrupoGarivedeMexicoDistribuidoradePetroliferosSACV,-98.92046,19.28675,,21.07,
10179,"Gomalva, S.A. de C.V. ",-98.88277,19.27393,,21.19,20.69
10180,"AUTOSERVICIO ARBUSTO, S.A. DE C.V.",-99.72745,19.2539,20.29,21.79,22.29
10181,SERVICIO COLIMAN SA DE CV,-103.7233,19.2294,20.05,21.09,21.59
10182,"GASOLINERA BORJA, S.A DE C.V.",-110.1167,27.46383,20.09,20.87,21.49
10183,GASBEL LA PLAYA S.A DE C.V.,-97.34456,20.9577,16.94,18.6,
10184,E.S.G.E.S. S.A DE C.V,-90.53039,19.86245,15.59,,
10185,Combustibles y Lubricantes Ayotoxco SA de CV,-97.39963,20.09914,19.95,,21.9
10186,JOSE MANUEL JAVIER CERVANTES LOPEZ,-98.24053,19.20909,18.99,20.33,20.43
10187,COMBUSTIBLES VELARDE ESPINOZA SA DE CV,-108.981,25.78401,20.4,22.65,
10188,E.S.G.E.S. S.A DE C.V,-94.55573,18.00373,18.84,19.92,20.69
10189,"ESTACION DE SERVICIO LAJA, SA DE CV",-100.7749,20.71585,20.6,22.28,21.98
10190,E.S.G.E.S. S.A DE C.V,-90.49567,19.83147,19.69,20.86,21.36
10191,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-99.97034,25.60012,,22.18,
10192,CARLOS ROMEO HERRERA OROPEZA,-97.37515,20.05608,20.6,,21.27
10193,"Combustibles y Lubricantes Poliforum, S.A de C.V",-89.59229,20.94455,,,20.84
10194,HOMERO AYUP ROMERO,-103.3964,25.53258,,,20.31
10195,Servicio Tren  SA de CV,-98.96363,19.35409,20.35,20.89,21.75
10196,GASOLINERA LA GRULLITA S.A DE C.V ,-114.8213,32.43367,,16.79,
10197,MOMA COMBUSTIBLES S.A. DE C.V.,-96.00312,18.11319,,21.03,
10198,"AUTOSERVICIO TONALA, S.A. DE C.V.",-103.222,20.67047,20.79,21.68,21.48
10199,"COMBUSTIBLES AMECAMECA, S.A. DE C.V.",-98.77611,19.11202,,,21.75
10200,MYRNA ELIZABETH CABANILLAS CARRILLO,-107.9059,25.05481,20.29,22.39,22.44
10201,GASOMAX S.A. DE C.V.,-110.9627,29.04776,19.94,,
10202,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1885,25.64812,,21.77,
10203,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",-114.7494,32.47347,15.99,17.29,
10204,"MULTISERVICIOS DZILBACHEN, S.A. DE C.V.",-89.74046,19.457,,,21.89
10205,HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.,-98.97367,19.84828,19.74,20.79,
10206,SERVICIO CIRCULO GL SA DE CV,-109.9295,27.49938,,21.19,21.79
10207,JOSE JAIME CASTELLANOS FLORES,-102.9283,20.46415,20.54,21.8,21.34
10208,IMPULSORA ALLENDE SA DE CV,-97.85371,22.21785,18.59,19.9,
10209,SERVICIO LAAG SA DE CV,-98.31796,26.10083,14.85,16.6,21.25
10210,MULTISERVICIOS ESPECIALIZADOS MORITA S.A. DE C.V.,-102.2407,21.57786,20.25,21.4,21.89
10211,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2436,25.77774,,21.7,
10212,"TEN GAS, S. A. DE C. V.",-97.08079,18.85808,,20.1,
10213,"NEPSOL, S.A. DE C.V.",-99.16246,19.29019,19.87,21.22,
10214,JOSE CARLOS ABRAHAM CERVANTES LOPEZ,-97.92017,19.31679,19.49,,
10215,"Ener Lago, S.A. de C.V. ",-98.88925,19.26167,19.69,,20.69
10216,SUPER SERVICIO ENRIQUEZ S.A. DE C.V.,-96.37971,19.4351,19,19.44,20.76
10217,BURGOS PLUS GASOLINERAS S.A. DE C.V.,-98.27804,26.02945,14.64,16.59,
10218,SERVICIOS EL PALMAR VERDE SA DE CV,-107.4395,24.77879,19.69,21.89,21.7
10219,CRUZ ALBERTO MORENO ACOSTA,-107.4256,24.78963,19.99,,
10220,COMBUSTIBLES Y LUBRICANTES HANDALL SA DE CV (8301),-88.39508,18.6849,,20.99,
10221,"DOS OCEANOS PASO DEL TORO, S.A. DE C.V.",-96.13466,19.02382,18.7,19.25,21.52
10222,XAVIER DE LEON REYES,-101.7161,22.62461,19.43,,20.6
10223,"SERVICIO PANTEPEC, S.A. DE C.V. ",-97.66768,20.9026,19.25,,21.09
10224,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.03989,19.50469,20.55,21.49,
10225,COMBUSTIBLES VELARDE ESPINOZA SA DE CV,-108.99,25.78974,20.4,22.65,21.75
10226,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1821,25.65578,,21.7,21.3
10227,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2964,25.759,,21.7,
10228,SERVICIOS ARGUELLES SA DE CV,-98.46695,26.18701,14.85,16.6,21.25
10229,"Ecategas, S.A. de C.V. ",-99.00269,19.62115,19.99,21.44,20.94
10230,"EL CALLEJON DE MORELOS, S.A. DE C.V.",-102.7838,20.34745,,22.15,
10231,"Estación de Servicio Siderúrgica, S.A de C.V",-89.62885,21.04436,,,20.84
10232,Grupo Pizano sa de cv ,-100.5031,19.95744,20.29,21.46,21.99
10233,Gasolineria Montevideo SA de CV,-99.13651,19.49122,20.55,21.55,
10234,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.26897,19.8347,19.75,21.09,21.15
10235,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2669,25.78467,,21.7,
10236,Municipio de Tepeapulco,-98.58078,19.77778,19.95,,22.65
10237,"GASOLINERA CARBEL, SA DE CV",-107.3649,24.80084,19.85,21.7,21.9
10238,ESTACION ARLO SA DE CV,-98.22478,25.44794,,21.89,
10239,JOSE AQUILES GARZA FLORES,-99.51806,27.4645,18.45,18.18,20.5
10240,ESTACION EL MOLINO DE ORO SA DE CV,-103.5082,20.335,,,21.9
10241,IRMA ELOISA NAVA REYES,-97.6864,21.34854,19.26,,
10242,JAVIER MACIAS RAMIREZ,-102.84,21.6,20.5,,21.93
10243,CENTRAL DE COMBUSTIBLES RCP SA DE CV ,-92.95954,18.10649,18.59,20.13,19.85
10244,SERVICIOS MARA DEL NOROESTE S.A. DE C.V.,-109.9073,27.46514,19.8,21.45,
10245,OPERATIVA LOPEZ S.A. DE C.V.,-97.72391,18.87862,16.1,17.65,16.88
10246,GILBERTO RIVERA MARTINEZ,-101.1438,19.72362,20.25,21.5,21.5
10247,Mordup Combustibles S.A. de C.V.,-99.40586,19.63969,20.11,21.3,20.95
10248,E.S.G.E.S. S.A DE C.V,-88.31935,18.52525,19.72,20.94,21.12
10249,"GASOLINERA RIZO DE ORO, S.A. DE C.V.",-94.07461,16.47589,19.4,19.25,21.52
10250,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-103.3536,20.67704,20.89,21.79,
10251,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.0011,25.40044,19.99,,
10252,ESTACION DE SERVICIOS SAN GUILLERMO S.A. DE C.V.,-98.93287,18.98023,19.8,,
10253,SERVICIO 3 ESTRELLAS Y S.A. DE C.V.,-98.16471,19.41283,19.28,20.53,20.79
10254,"SERVIGAZ COLON, S.A. DE C.V.",-100.287,25.68344,19.96,21.69,21.27
10255,"Servicio Gasolinero Santa Julia, S.A. de C.V. ",-98.76115,20.11505,,20.74,
10256,SERVICIOS GASOLINEROS LOS AHIJADOS SA DE CV ,-99.38175,25.75283,20.8,21.8,21.95
10257,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.01943,19.34613,20.55,21.49,
10258,SERVICIO 3 ESTRELLAS Y S.A. DE C.V.,-98.17747,19.38843,19.28,20.53,20.79
10259,IVAN DE JESUS FONSECA ROBLES,-105.4548,22.39064,20.58,21.98,21.78
10260,E.S.G.E.S. S.A DE C.V,-88.29958,18.51959,19.69,20.94,21.12
10261,VALORES ENERGETICOS SA DE CV,-99.25703,18.72521,,20.85,
